label,message,char_count,word_count,avg_word_length,message_length
0,thanx day u r a goodmate i think ur rite sary asusual u cheered me up love u franyxxxxx,95,19,4.578947368421052,87
0,we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat,135,28,4.607142857142857,129
1,private your account statement for shows un-redeemed s i m points call identifier code expires,136,15,6.266666666666667,94
0,oh is it send me the address,29,7,4.0,28
0,must come later i normally bathe him in da afternoon mah,60,11,5.090909090909091,56
0,sorry i guess whenever i can get a hold of my connections maybe an hour or two i'll text you,95,20,4.6,92
0,k if u bored up just come to my home,39,10,3.6,36
0,are you happy baby are you alright did you take that job i hope your fine i send you a kiss to make you smile from across the sea kiss kiss,154,31,4.483870967741935,139
0,fran i decided go n e way im completely broke an knackered i got up bout c u mrw love janx ps this is my dads fone -no credit,132,29,4.310344827586207,125
0,just chill for another hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay,112,22,4.954545454545454,109
0,haha my legs and neck are killing me and my amigos are hoping to end the night with a burn think i could swing by in like an hour,132,29,4.448275862068965,129
0,what hello wats talks email address,40,6,5.833333333333333,35
0,christmas is an occasion that is celebrated as a reflection of ur values desires affectionsamp traditions have an ideal christmas,152,20,6.45,129
0,sir goodmorning once free call me,35,6,5.5,33
0,he's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,154,29,5.310344827586207,154
0,i'll reach in ard mins ok,31,6,4.166666666666667,25
0,hiya had a good day have you spoken to since the weekend,59,12,4.666666666666667,56
0,lol oh you got a friend for the dog,38,9,3.888888888888889,35
0,i think we're going to finn's now come,39,8,4.75,38
0,shit that is really shocking and scary cant imagine for a second def up for night out do u think there is somewhere i could crash for night save on taxi,157,31,4.903225806451613,152
0,doc prescribed me morphine cause the other pain meds aren't enough waiting for my mom to bring it that med should kick in fast so i'm gonna try to be on later,160,32,4.9375,158
0,tell me whos this pls-,24,5,4.4,22
0,u guys never invite me anywhere,34,6,5.166666666666667,31
0,yup not comin -,19,4,3.75,15
0,seriously tell her those exact words right now,48,8,5.75,46
0,send me the new number,22,5,4.4,22
0,how i noe she's in da car now later then c lar i'm wearing shorts,77,15,4.333333333333333,65
0,not course only maths one day one chapter with in one month we can finish,75,15,4.866666666666666,73
0,i'm gonna be home soon and i don't want to talk about this stuff anymore tonight k i've cried enough today,109,21,5.0476190476190474,106
0,i will spoil you in bed as well,34,8,3.875,31
1,urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call -- boxqu bt national rate,158,25,5.04,126
0,lol no just was busy,24,5,4.0,20
0,great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,122,24,5.041666666666667,121
0,sun ah thk mayb can if dun have anythin on thk have to book e lesson e pilates is at orchard mrt u noe hor,120,25,4.24,106
0,fine am simply sitting,23,4,5.5,22
1,u r subscribed textcomp wkly comp st wks free question follows subsequent wks unsubscribe txt stop custcare,156,17,6.294117647058823,107
0,nimbomsons yep phone knows that one obviously cos thats a real word,70,12,5.583333333333333,67
1,thanks for your ringtone order reference number xyour mobile will be charged should your tone not arrive please call customer services,156,21,6.380952380952381,134
1,more games from thedailydraw dear helen dozens of free games - with great prizeswith,114,14,6.0,84
0,senthil group company apnt pm,31,5,5.8,29
0,the ltgt g that i saw a few days ago the guy wants sell wifi only for ltgt and with g for ltgt that's why i blanked him,143,28,4.25,119
0,got it seventeen pounds for seven hundred ml hope ok,56,10,5.2,52
0,yes it's all innocent fun o-,32,6,4.666666666666667,28
0,kate jackson rec center before ish right,43,7,5.714285714285714,40
0,there bold ltgt is that yours,39,6,4.833333333333333,29
1,from next month get upto more calls ur standard network charge activate call c wirenet stterms pobox m uz cost min mobcudb more,161,23,5.521739130434782,127
0,were trying to find a chinese food place around here,52,10,5.2,52
1,today's offer claim ur worth of discount vouchers text yes to now savamob member offers mobile t cs sub unsub reply x,158,22,5.318181818181818,117
0,do i i thought i put it back in the box,40,11,3.5454545454545454,39
0,k i'm ready ltgt,25,4,4.0,16
0,ok can be later showing around - if you want cld have drink before wld prefer not to spend money on nosh if you don't mind as doing that nxt wk,154,31,4.612903225806452,143
0,don't look back at the building because you have no coat and i don't want you to get more sick just hurry home and wear a coat to the gym,141,30,4.566666666666666,137
0,huh y lei,12,3,3.0,9
0,auntie huai juan never pick up her phone,40,8,5.0,40
0,btw regarding that we should really try to see if anyone else can be our th guy before we commit to a random dude,114,24,4.708333333333333,113
1,got what it takes take part in the wrc rally in oz u can with lucozade energy text rally le to p see packs or lucozadecoukwrc itcould be u,159,29,4.758620689655173,138
0,omg joanna is freaking me out she's looked thru all my friends to find photos of me and then she's asking about stuff on my myspace which i haven't even logged on in like a year,183,36,4.916666666666667,177
1,please call immediately as there is an urgent message waiting for you,82,12,5.75,69
1,sex up ur mobile with a free sexy pic of jordan just text babe to then every wk get a sexy celeb pocketbabecouk more pics wk,154,26,4.769230769230769,124
0,have you bookedthe hut and also your time off how are you by the way,71,15,4.533333333333333,68
0,it's ok i noe u're busy but i'm really too bored so i msg u i oso dunno wat colour she choose me one,104,24,4.166666666666667,100
0,i dunno they close oredi not v ma fan,45,9,4.111111111111111,37
0,hey very inconvenient for your sis a not huh,48,9,4.888888888888889,44
0,don knowwait i will check it,31,6,4.666666666666667,28
0,i've reached home n i bathe liao u can call me now,56,12,4.166666666666667,50
0,i've got ltgt any way i could pick up,46,9,4.111111111111111,37
0,i cant wait to see you how were the photos were useful,59,12,4.5,54
0,dhoni have luck to win some big titleso we will win,54,11,4.636363636363637,51
0,hi this is yijue can i meet u at tmr,41,10,3.6,36
0,k i'll work something out,26,5,5.0,25
1,splashmobile choose from s of gr tones each wk this is a subscrition service with weekly tones costing p u have one credit - kick back and enjoy,155,28,5.142857142857143,144
0,great comedycant stop laughing da,37,5,6.6,33
0,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as can't stay late tomorrow same time place as always,168,31,5.225806451612903,162
0,hi hope ur day good back from walk table booked for half eight let me know when ur coming over,101,20,4.7,94
0,hmmm guess we can go kb n power yoga haha dunno we can tahan power yoga anot thk got lo oso forgot liao,119,23,4.478260869565218,103
0,will b going to esplanade fr home,36,7,4.714285714285714,33
0,predict wat time 'll finish buying,38,6,5.666666666666667,34
0,nationwide auto centre or something like that on newport road i liked them there,83,14,5.714285714285714,80
1,urgent please call your abta complimentary spanish holiday or cash await collection sae tcs box po ez ppm,143,18,5.833333333333333,105
0,yo you around a friend of mine's lookin to pick up later tonight,65,13,4.923076923076923,64
0,oh yes i can speak txt u no hmm did u get email,53,13,3.6153846153846154,47
0,well i will watch shrek in db,33,7,4.142857142857143,29
0,what you need you have a person to give na,44,10,4.2,42
0,oh my love it's soooo good to hear from you omg i missed you so much today i'm sorry your having problems with the provider but thank you for tming me,154,31,4.838709677419355,150
0,how do friends help us in problems they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem,147,26,5.615384615384615,146
0,sitting in mu waiting for everyone to get out of my suite so i can take a shower,80,18,4.444444444444445,80
0,uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr day plus have you started cos i dont meet you online how was the honey moon,235,46,4.891304347826087,225
0,hello as per request from ltgt rs has been transfered to you,70,12,5.0,60
0,hope you are not scared,24,5,4.6,23
0,no but we found a diff farm shop to buy some cheese on way back now can i call in,85,20,4.05,81
0,it's cool let me know before it kicks off around ltgt i'll be out and about all day,92,18,4.611111111111111,83
0,haha sounds crazy dunno can tahan anot,45,7,5.428571428571429,38
0,and whenever you and i see we can still hook up too,52,12,4.25,51
0,sorry sir i will call you tomorrow senthilhsbc,50,8,5.75,46
0,ok then no need to tell me anything i am going to sleep good night,66,15,4.4,66
0,are u awake is there snow there,33,7,4.428571428571429,31
0,i'll get there at unless you guys want me to come some time sooner,69,14,4.714285714285714,66
0,anytime lor,14,2,5.5,11
0,india have to take lead,25,5,4.6,23
0,ha u jus ate honey ar so sweet,37,8,3.75,30
0,okay lor will they still let us go a not ah coz they will not know until later we drop our cards into the box right,121,26,4.423076923076923,115
0,came to look at the flat seems ok in his s is away alot wiv work got woman coming at too,103,21,4.190476190476191,88
0,lol u still feeling sick,25,5,4.8,24
0,wishing you a wonderful week,29,5,5.6,28
0,hey hun-onbus goin meet him he wants go out a meal but i donyt feel like it cuz have get last bus homebut hes sweet latelyxxx,133,26,4.8076923076923075,125
0,machan you go to gym tomorrow i wil come late goodnight,58,11,5.0,55
0,k i'll head out in a few mins see you there,44,11,3.909090909090909,43
0,tiwary to rcbbattle between bang and kochi,44,7,6.0,42
1,urgent your mobile no was awarded bonus caller prize on this is our final try to contact u call from landline boxwrc ppm,156,23,5.217391304347826,120
0,got meh when,16,3,4.0,12
0,sorry da thangam very very sorry i am held up with prasad,59,12,4.75,57
0,imagine life without me see how fast u are searching medon't worry l'm always there to disturb u goodnoon,119,19,5.526315789473684,105
0,dip's cell dead so i m coming with him u better respond else we shall come back,82,17,4.647058823529412,79
0,nothing will ever be easy but don't be looking for a reason not to take a risk on life and love,96,21,4.523809523809524,95
0,why is that princess i bet the brothas are all chasing you,61,12,4.833333333333333,58
0,only if you promise your getting out as soon as you can and you'll text me in the morning to let me know you made it in ok,124,28,4.357142857142857,122
0,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaidthis friend is u,128,19,6.526315789473684,124
0,i am thinking of going down to reg for pract lessons flung my advance haha wat time u going,96,19,4.7894736842105265,91
0,and you will expect you whenever you text hope all goes well tomo,68,13,5.0,65
0,i will reach office around ltdecimalgt amp my mobile have problem you cann't get my voice so call you asa i'll free,126,22,5.2272727272727275,115
0,had the money issue weigh me down but thanks to you i can breathe easier now ill make sure you dont regret it thanks,121,24,4.833333333333333,116
0,wah okie okie muz make use of e unlimited haha,59,10,4.6,46
0,i'm not coming over do whatever you want,41,8,5.0,40
0,i want to show you the world princess how about europe,59,11,4.909090909090909,54
0,it's ok at least armand's still around,39,7,5.428571428571429,38
0,wow v v impressed have funs shopping,38,7,5.142857142857143,36
0,oh ya got hip hop open haha i was thinking can go for jazz then zoom to cine actually tonight i'm free leh and there's a kb lesson tonight,148,29,4.758620689655173,138
0,wa u so efficient gee thanx,39,6,4.5,27
0,imagine you finally get to sink into that bath after i have put you through your paces maybe even having you eat me for a while before i left but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you enjoy my cuck,281,54,5.0,270
0,merry christmas to u too annie,31,6,5.0,30
0,what happened in interview,27,4,6.5,26
0,that means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem,190,37,5.108108108108108,189
0,po de ---- no need job aha,38,7,3.7142857142857144,26
0,idc get over here you are not weaseling your way out of this shit twice in a row,81,18,4.444444444444445,80
0,oh yeah i forgot u can only take out shopping at once,57,12,4.416666666666667,53
0,my sister cleared two round in birla soft yesterday,52,9,5.666666666666667,51
1,anetworks allow companies to bill for sms so they are responsible for their suppliers just as a shop has to give a guarantee on what they sell b g,155,29,5.0344827586206895,146
1,get lions england tone reply lionm mono or lionp poly more go the original n best tones gbp network operator rates apply,155,22,5.454545454545454,120
0,i'm at home please call,24,5,4.6,23
0,hmmm mayb can try e shoppin area one but forgot e name of hotel,71,14,4.5,63
0,dunno lei he neva say,24,5,4.2,21
0,fighting with the world is easy u either win or lose bt fightng with some who is close to u is dificult if u lose - u lose if u win - u still lose,149,35,4.171428571428572,146
0,hey loverboy i love you i had to tell i look at your picture and ache to feel you between my legs fuck i want you i need you i crave you,158,32,4.25,136
0,awww dat is sweet we can think of something to do he he have a nice time tonight ill probably txt u later cos im lonely xxx,129,27,4.555555555555555,123
0,ron say fri leh n he said ding tai feng cant make reservations but he said wait lor,86,18,4.611111111111111,83
0,eatin my lunch,17,3,4.666666666666667,14
0,aight do you still want to get money,36,8,4.5,36
0,response is one of d powerful weapon occupy a place in others 'heart' so always give response who cares u gud nightswt dreamstake care,152,24,5.583333333333333,134
0,no yes please been swimming,30,5,5.4,27
0,how come,9,2,4.0,8
0,hitechnical supportproviding assistance to us customer through call and email,83,10,7.7,77
0,yetunde i'm sorry but moji and i seem too busy to be able to go shopping can you just please find some other way to get what you wanted us to get please forgive me you can reply free via yahoo messenger,207,42,4.809523809523809,202
0,so anyways you can just go to your gym or whatever my love smiles i hope your ok and having a good day babe i miss you so much already,142,30,4.466666666666667,134
0,hey we can go jazz power yoga hip hop kb and yogasana,54,12,4.416666666666667,53
0,hellogorgeous hows u my fone was on charge lst nitw wen u texd me hopeu ad a nice wkend as im sure u did lookin ward c-in u mrw luv jaz,142,31,4.354838709677419,135
0,i think im waiting for the same bus inform me when you get there if you ever get there,90,19,4.526315789473684,86
1,had your mobile mths update for free to oranges latest colour camera mobiles unlimited weekend calls call mobile upd on freefone or stoptxt,160,23,6.043478260869565,139
0,daddy shu shu is looking u u wan me tell him u're not in singapore or wat,82,17,4.294117647058823,73
0,i am going to sleep i am tired of travel,42,10,4.0,40
0,wot u up j,13,4,2.5,10
0,i am seeking a lady in the street and a freak in the sheets is that you,73,17,4.176470588235294,71
0,hmm thinking lor,19,3,5.333333333333333,16
0,ki will give my kvb acc details,35,7,4.428571428571429,31
0,dont think so it turns off like randomlly within min of opening,65,12,5.25,63
0,omg how did u know what i ate,30,8,3.625,29
0,what was she looking for,25,5,4.8,24
0,did you get any gift this year i didnt get anything so bad,60,13,4.461538461538462,58
0,hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at pm have a fab new year c u in coupla wks,139,34,3.8529411764705883,131
0,i cant keep talking to people if am not sure i can pay them if they agree to price so pls tell me what you want to really buy and how much you are willing to pay,162,37,4.351351351351352,161
0,are you there in room,22,5,4.2,21
0,v-aluable a-ffectionate l-oveable e-ternal n-oble t-ruthful i-ntimate n-atural e-namous happy valentines day in advance,130,14,8.5,119
0,he's an adult and would learn from the experience there's no real danger i just dont like peeps using drugs they dont need but no comment,140,26,5.269230769230769,137
0,thanks for looking out for me i really appreciate,51,9,5.444444444444445,49
0,probably gonna be here for a while see you later tonight lt,63,12,4.916666666666667,59
0,that is wondar full flim,25,5,4.8,24
0,much better now thanks lol,26,5,5.2,26
0,teach me apps da when you come to college,43,9,4.555555555555555,41
0,i'm an actor when i work i work in the evening and sleep late since i'm unemployed at the moment i always sleep late when you're unemployed every day is saturday,168,31,5.193548387096774,161
1,all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to,162,25,6.0,150
1,more people are dogging in your area now call and join like minded guys why not arrange yourself there's this evening a minapn lsbb,159,24,5.458333333333333,131
0,you dont know you jabo me abi,30,7,4.142857142857143,29
0,oh god i'm gonna google nearby cliffs now,43,8,5.125,41
0,just woke up yeesh its late but i didn't fall asleep til ltgt am,74,14,4.571428571428571,64
1,not heard from u a while call rude chat private line to cum wan c pics of me gettin shagged then text pix to end send stop sam xxx,160,29,4.482758620689655,130
0,i'm on da bus going home,27,6,4.0,24
0,okay good no problem and thanx,34,6,5.0,30
0,hello yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done yeah,101,23,4.260869565217392,98
0,how many licks does it take to get to the center of a tootsie pop,66,15,4.333333333333333,65
0,sary just need tim in the bollox it hurt him a lot so he tol me,65,16,3.9375,63
0,sorry i can't text amp drive coherently see you in twenty,61,11,5.181818181818182,57
0,dear how you are you ok,25,6,3.8333333333333335,23
0,wow so healthy old airport rd lor cant thk of anything else but i'll b bathing my dog later,95,19,4.7894736842105265,91
0,erm woodland avenue somewhere do you get the parish magazine his telephone number will be in there,104,17,5.764705882352941,98
0,match startedindia ltgt for,37,4,6.75,27
1,urgent we are trying to contact you last weekends draw shows that you have won a prize guaranteed call claim code s valid hrs only,156,25,5.2,130
1,urgent please call from a landline cash or a holiday await collection t cs sae po box mxy,126,18,4.944444444444445,89
1,urgent this is the nd attempt to contact uu have won call b tcsbcmwcnxx callcost ppm mobilesvary max,161,18,5.555555555555555,100
0,hmmm and imagine after you've come home from that having to rub my feet make me dinner and help me get ready for my date are you sure your ready for that kind of life,175,35,4.742857142857143,166
0,it's still not working and this time i also tried adding zeros that was the savings the checking is ltgt,114,20,5.2,104
0,yes i'm small kid and boost is the secret of my energy,59,12,4.5,54
0,did you say bold then torch later or one torch and bold,59,12,4.583333333333333,55
1,urgent call from landline your complementary tenerife holiday or cash await collection sae tcs po box wa px ppm sender hol offer,167,22,5.818181818181818,128
0,i know a few people i can hit up and fuck to the yes,52,14,3.7142857142857144,52
1,final chance claim ur worth of discount vouchers today text yes to now savamob member offers mobile t cs savamob pobox muz subs,159,23,5.521739130434782,127
0,which channel---,25,2,8.0,16
0,no da if you run that it activate the full version da,54,12,4.416666666666667,53
0,cool i'll text you in a few,28,7,3.857142857142857,27
0,hey do u fancy meetin me at at cha hav a lil beverage on me if not txt or ring me and we can meet up lr quite tired got in at vpist love pete x x x,161,38,3.8684210526315788,147
0,shit babe thasa bit messed upyeh she shudvetold u did urgran knowneway illspeak umoro wen im not asleep,116,18,5.722222222222222,103
0,just taste fish curry -p,25,5,4.8,24
0,what u wearing,17,3,4.666666666666667,14
0,i'm ok will do my part tomorrow,32,7,4.428571428571429,31
0,moji just informed me that you saved our lives thanks,55,10,5.3,53
0,yo my trip got postponed you still stocked up,47,9,5.0,45
0,then she buying today no need to c meh,44,9,4.222222222222222,38
0,ltgt that's all guess that's easy enough,48,7,5.714285714285714,40
0,yep at derek's house now see you sunday lt,47,9,4.666666666666667,42
0,lara said she can loan me ltgt,38,7,4.285714285714286,30
0,probably a couple hours tops,28,5,5.6,28
0,but i'll b going sch on mon my sis need take smth,55,12,4.083333333333333,49
0,pls she needs to dat slowly or she will vomit more,51,11,4.545454545454546,50
0,good morning princess how are you,35,6,5.5,33
0,good afternoon loverboy how goes you day any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy,152,30,4.866666666666666,146
1,to review and keep the fantastic nokia n-gage game deck with club nokia go unsubscribe from alerts reply with the word out,155,22,5.545454545454546,122
0,you are a great role model you are giving so much and i really wish each day for a miracle but god as a reason for everything and i must say i wish i knew why but i dont i've looked up to you since i was young and i still do have a great day,245,56,4.303571428571429,241
0,which is why i never wanted to tell you any of this which is why i'm so short with you and on-edge as of late,111,25,4.36,109
0,height of confidence all the aeronautics professors wer calld amp they wer askd sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only didnt move he saidif it is made by my studentsthis wont even start datz confidence,316,55,5.254545454545455,289
0,chile please it's only a ltdecimalgt hour drive for me i come down all the time and will be subletting feb-april for audition season,142,24,5.5,132
0,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it goodmorning,158,25,5.96,149
0,here is my new address -applespairsall that malarky,53,8,6.375,51
0,well the general price is ltgt oz let me know ifwhenhow much you want,79,14,4.928571428571429,69
1,for ur chance to win a wkly shopping spree txt shop to t'sc's custcare xpwk,126,15,5.0,75
0,not much just some textin' how bout you,42,8,4.875,39
0,i take it the post has come then you must have s of texts now happy reading my one from wiv hello caroline at the end is my favourite bless him,151,31,4.612903225806452,143
0,oooh bed ridden ey what are you thinking of,45,9,4.777777777777778,43
1,big brother alert the computer has selected u for k cash or voucher call ntt po box cro bt landline cost ppm mobiles vary,154,24,5.041666666666667,121
0,sorry my battery died i can come by but i'm only getting a gram for now where's your place,94,19,4.7368421052631575,90
0,i got arrested for possession at i shit you not lttimegt pm,67,12,4.916666666666667,59
0,sorry sent blank msg again yup but trying do some serious studying now,74,13,5.384615384615385,70
0,y de asking like this,22,5,4.2,21
0,lolnice i went from a fish to water,40,8,4.375,35
0,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number joke,142,28,4.964285714285714,139
0,mm that time you dont like fun,30,7,4.285714285714286,30
1,congratulations ur awarded either of cd gift vouchers free entry our weekly draw txt music to tncs winppmxage,150,18,6.055555555555555,109
0,theoretically yeah he could be able to come,44,8,5.375,43
1,private your account statement for shows un-redeemed s i m points call identifier code expires,136,15,6.266666666666667,94
1,you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline poboxldns,149,25,5.24,131
0,how have your little darlings been so far this week need a coffee run tomocan't believe it's that time of week already,122,22,5.363636363636363,118
0,but i'm really really broke oh no amount is too small even ltgt,71,13,4.846153846153846,63
0,just got up have to be out of the room very soon i hadn't put the clocks back til at i shouted at everyone to get up and then realised it was wahay another hour in bed,179,37,4.513513513513513,167
0,ladies first and genus second k,33,6,5.166666666666667,31
0,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning,152,28,5.178571428571429,145
0,hope ur head doesn't hurt much am ploughing my way through a pile of ironing staying in with a chinky tonight come round if you like,139,26,5.076923076923077,132
0,well boy am i glad g wasted all night at applebees for nothing,62,13,4.769230769230769,62
0,just sent you an email to an address with incomm in it is that right,72,15,4.533333333333333,68
0,my painful personal thought- i always try to keep everybody happy all the time but nobody recognises me when i am alone,122,22,5.409090909090909,119
0,then its most likely called mittelschmertz google it if you dont have paracetamol dont worry it will go,106,18,5.722222222222222,103
1,hello from orange for month's free access to games news and sport plus free texts and photo messages reply yes terms apply,156,22,5.545454545454546,122
1,congratulations thanks to a good friend u have won the xmas prize claim is easy just call now only p per minute bt-national-rate,157,23,5.565217391304348,128
0,how are you enjoying this semester take care brother,54,9,5.777777777777778,52
0,hmm dunno leh mayb a bag goigng out dat is not too small or jus anything except perfume smth dat i can keep,116,23,4.6521739130434785,107
0,the lay man just to let you know you are missed and thought off do have a great day and if you can send me bimbo and ugo's numbers ill appreciate safe,155,32,4.6875,150
1,money i have won wining number wot do i do next,51,11,4.2727272727272725,47
0,i wish things were different i wonder when i will be able to show you how much i value you pls continue the brisk walks no drugs without askin me please and find things to laugh about i love you dearly,205,41,4.902439024390244,201
1,your next amazing xxx picsfree video will be sent to you enjoy if one vid is not enough for day text back the keyword picsfree to get the next video,153,30,4.933333333333334,148
0,lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am,93,21,4.428571428571429,93
